id,name,category,price,rating,country,created_date,rooms_available,reviews_count
10366,Espinoza Ltd,Business,905.33,3.3,Australia,2025-02-09,373.0,2756
10367,"Jacobs, Smith and West",Budget,1549.69,2.3,Australia,2025-01-08,3.0,3143
10368,"Cruz, Wilson and Hudson",Luxury,1870.62,2.6,UK,2023-10-16,349.0,1329
10369,Allen-White,Hostel,1401.15,4.0,Japan,19/01/2000,473.0,2370
10370,Mendoza-Holt,Business,555.73,4.2,USA,2025-03-11,178.0,1025
10371,Sanchez and Sons,Boutique,1697.6,4.1,France,2026-01-22,248.0,1982
10372,Estrada-Cunningham,,527.49,3.2,UAE,2023-06-02,396.0,2879
10373,Ashley LLC,Boutique,1106.51,2.0,USA,2024-10-03,212.0,4140
10374,Wall and Sons,Resort,252.2,,usa,2023-10-14,296.0,4001
10375,"Ruiz, Morris and Espinoza",Business,1767.67,4.4,France,2023-03-24,2.0,2485
10376,"Miller, Morse and Fowler",Resort,1337.7,4.2,usa,2023-06-26,225.0,3480
10377,"Mejia, Ferguson and Garrett",Luxury,1499.22,2.1,FRANCE,2023-08-24,418.0,4670
10378,Phillips-Walters,Hostel,1710.4,4.3,France,2023-10-28,220.0,3347
10379,Harmon-French,Business,559.93,3.6,Germany,2023-08-15,383.0,2756
10380,Dodson-Lopez,Resort,457.55,2.1,UK,2023-09-04,100.0,1507
10381,"Castro, Ponce and Reeves",Resort,1004.01,3.0,UK,2025-10-10,477.0,4031
10382,Potter and Sons,Hostel,888.11,3.9,France,05/06/1996,,3252
10383,"Phillips, Terrell and Roman",Resort,1081.8,2.1,France,2023-12-06,44.0,4387
10384,"Bryant, Simpson and Acevedo",Hostel,1826.79,2.8,Germany,2023-09-23,423.0,3587
10385,"Barajas, Webb and Pitts",Luxury,702.08,99.0,UK,2024-05-12,42.0,2486
10386,White-Owen,Boutique,351.46,4.2,india,2025-11-17,269.0,724
10387,"Campbell, Henson and Herrera",Business,1516.27,4.8,UK,2024-07-29,53.0,529
10388,"Ruiz, Barnes and Ruiz",Resort,1490.1,4.9,France,2024-12-21,321.0,3415
10389,Lewis and Sons,Budget,956.85,4.3,UK,2024-10-07,486.0,4713
10390,"Smith, Cook and Bennett",Budget,1039.31,4.7,USA,2023-11-20,483.0,3643
10391,"Martinez, Mcintosh and Campbell",Resort,1932.85,4.9,india,2023-06-05,454.0,328
10392,"Howard, Harmon and Kelly",Resort,1122.58,2.9,France,2024-01-16,93.0,2287
10393,Warren-Gilmore,Boutique,222.31,2.8,Japan,2024-11-01,400.0,2053
10394,"Davis, Yoder and Graves",Business,435.97,4.7,FRANCE,2023-08-25,491.0,3123
10395,"Miller, Fisher and Huffman",Business,1983.76,3.7,UK,2025-07-04,404.0,3578
10396,Wagner LLC,Hostel,1902.48,4.6,UAE,2024-03-02,344.0,2426
10397,Green-Smith,Business,165.34,2.5,Australia,2025-08-23,88.0,548
10398,"Foster, Foster and White",Boutique,43.6,3.2,France,2025-12-21,305.0,2877
10399,Strong-Hubbard,Resort,147.9,3.4,india,2025-04-03,262.0,3937
10400,"Elliott, Johnson and Davis",Luxury,1298.12,1.5,UK,23/09/2025,49.0,3087
10401,Pennington Ltd,Resort,1236.34,3.1,FRANCE,2025-05-25,74.0,3710
10402,Jensen LLC,Hostel,1360.56,99.0,USA,2023-12-22,418.0,359
10403,Moreno and Sons,Luxury,1233.99,1.3,France,2023-10-28,496.0,1615
10404,Scott-Russell,Hostel,476.86,3.8,usa,18/08/1978,215.0,1988
10405,Wolf Ltd,Budget,393.26,3.9,UAE,2024-09-12,71.0,3619
10406,Jackson Inc,Resort,1519.88,5.0,india,2024-08-13,391.0,2501
10407,Ballard PLC,Boutique,1640.63,4.7,France,17/12/2016,,82
10408,Weeks Group,Hostel,444.65,3.3,Germany,2025-05-31,333.0,629
10409,"Olson, Castillo and Sanders",Luxury,1679.88,1.3,UAE,25/09/2008,21.0,2029
10410,Collins PLC,Resort,1969.65,2.1,Japan,2025-06-06,175.0,4328
10411,Floyd-Chavez,,1863.71,1.1,USA,2024-10-14,103.0,2497
10412,Sanchez-Sandoval,Budget,915.31,2.6,usa,2025-07-04,439.0,3620
10413,Thomas-Gardner,Hostel,1501.34,2.6,Australia,2024-02-06,411.0,331
10414,"White, Johnson and Glover",Hostel,197.75,3.7,Germany,2024-03-20,197.0,3265
10415,Robertson-Little,Resort,1095.74,4.7,USA,2024-09-06,288.0,2511
10416,"Lee, Tyler and Young",Business,1972.03,3.4,india,22/04/2025,198.0,3259
10417,"Marshall, Rivera and Arnold",Hostel,1618.9,2.7,UAE,2024-07-23,367.0,1004
10418,"Henderson, Miller and Bright",Resort,906.92,4.6,USA,2023-10-24,155.0,707
10419,Nguyen-Lynch,Hostel,1185.12,1.6,FRANCE,2025-05-22,249.0,457
10420,Webb-Tyler,Business,1119.4,1.8,Germany,2024-11-29,,3785
10421,"Ortiz, Hall and Hall",Hostel,1156.72,4.8,UAE,2023-06-19,359.0,370
10422,"Smith, Lucas and Collins",Luxury,1362.65,4.2,india,2025-06-18,111.0,3060
10423,Holmes Ltd,Budget,1305.9,4.2,Japan,2025-10-10,,3417
10424,Sanders Inc,Budget,1926.15,2.5,Germany,2023-08-27,170.0,1010
10425,Solomon-Hubbard,Budget,1492.48,2.3,usa,11/09/2004,221.0,4208
10426,Cochran-Rice,Business,1918.99,1.4,UK,2023-04-19,14.0,85
10427,Kemp-Knight,Hostel,1435.78,4.2,usa,2023-03-07,114.0,983
10428,Dickerson Inc,Business,1271.2,1.4,FRANCE,2025-11-21,395.0,4557
10429,"Huff, Perez and Richards",Hostel,343.78,1.7,Australia,2024-06-15,135.0,2794
10430,"Smith, Carroll and Duran",Luxury,76.6,2.3,usa,2023-05-31,41.0,4113
10431,Nguyen-Johnson,Budget,1564.11,4.7,UK,2025-09-06,349.0,2016
10432,Rivera-Jones,Resort,754.92,2.5,usa,2023-09-19,190.0,4337
10433,Dixon-Sellers,Resort,,1.3,Germany,2025-02-19,177.0,2454
10434,Rodriguez Ltd,Hostel,1643.69,2.1,Australia,2024-03-06,248.0,2719
10435,"Murray, Chung and Gallegos",Resort,1447.67,4.0,usa,2024-06-14,374.0,3450
10436,"Richardson, Hernandez and Bryan",Business,1528.69,3.1,india,2023-07-07,60.0,1422
10437,"Olson, Harmon and Reynolds",Budget,783.21,2.2,india,2025-01-19,260.0,553
10438,Kelley-Gibson,Boutique,1699.55,2.0,Germany,2024-03-20,481.0,4294
10439,Burnett and Sons,Business,1623.71,3.0,France,2024-06-11,271.0,3099
10440,Johnson and Sons,Budget,254.28,4.7,Japan,2024-08-01,60.0,2786
10441,Hernandez-Wilson,Business,406.54,2.7,UK,2024-07-23,314.0,2256
10442,Harrington Group,Resort,1348.61,1.3,UK,2023-09-23,393.0,4741
10443,Cortez-Henry,Business,,4.9,UK,2026-01-18,417.0,3857
10444,Potter-Mcintosh,Luxury,,1.6,France,12/11/1977,359.0,315
10445,,,664.18,1.7,USA,2025-12-17,264.0,2346
10446,Brown-Wallace,Business,1129.43,3.1,Germany,2025-02-26,101.0,1458
10447,Adkins and Sons,Boutique,651.24,3.4,Japan,2023-10-08,340.0,3792
10448,Shah and Sons,Resort,237.97,2.3,UAE,2023-08-17,273.0,4282
10449,Morris-Buck,Business,,2.6,USA,2025-12-27,258.0,3412
10450,Edwards-Carson,Resort,1716.47,3.0,Australia,2025-10-22,37.0,560
10451,,Budget,608.79,2.8,Japan,2025-04-27,185.0,1063
10452,Webster-Reynolds,Luxury,82.48,3.7,UAE,2024-07-03,491.0,3759
10453,Flores-Rogers,Luxury,558.68,2.0,Australia,2025-05-08,163.0,4470
10454,Mack-Mathis,Business,690.26,,Australia,2024-01-19,61.0,4368
10455,Daugherty-Mccarty,Hostel,1096.36,3.5,usa,2024-09-04,416.0,1399
10456,,Hostel,1952.55,4.0,FRANCE,2023-03-10,212.0,993
10457,Monroe-Price,Luxury,734.68,99.0,Germany,2023-08-07,453.0,565
10458,Alvarado-Jefferson,Luxury,1587.69,1.3,Japan,2024-09-26,269.0,2066
10459,"Brown, Anderson and Brewer",Luxury,797.1,2.0,USA,2023-11-14,9.0,2005
10460,"Wright, Cruz and Green",Budget,589.09,4.2,Germany,2023-09-11,76.0,2031
10461,"Weber, Martinez and Woods",Budget,1969.78,2.5,usa,2023-09-24,85.0,596
10462,Wong and Sons,Hostel,379.86,3.0,Germany,2024-11-02,314.0,2667
10463,Barron-Moore,Boutique,1174.67,,Germany,2025-10-05,92.0,4999
10464,"Thomas, Nash and Mitchell",Boutique,1636.75,3.5,USA,27/07/1974,254.0,2267
10465,Murphy and Sons,,610.14,2.7,France,2024-04-09,370.0,4205
10466,"Welch, Carter and Turner",Luxury,1518.23,1.4,india,2024-03-16,58.0,458
10467,Bates Inc,Budget,1345.74,2.5,UAE,2023-11-15,407.0,3167
10468,Black-Hatfield,Resort,1715.96,3.3,Germany,2023-10-31,228.0,2792
10469,Martinez-Rose,Boutique,531.56,3.1,india,2024-08-03,163.0,1049
10470,,Business,1226.38,3.9,UK,22/02/1988,323.0,524
10471,"Thomas, James and Martinez",Hostel,1259.14,3.5,india,2026-01-28,319.0,575
10472,Miles Inc,Resort,863.49,99.0,usa,2025-03-27,178.0,2506
10473,"Mitchell, Williams and Savage",Resort,597.43,1.9,usa,12/07/1976,489.0,380
10474,Martinez-Baker,Luxury,1704.67,4.9,UAE,2025-08-01,102.0,422
10475,"Cordova, Strong and Anderson",Boutique,953.65,1.3,Japan,2024-06-08,34.0,3102
10476,Lee-Joseph,Hostel,1483.77,4.8,Australia,2024-10-21,293.0,2483
10477,Hood and Sons,Business,,1.5,FRANCE,2023-11-18,79.0,447
10478,Nunez PLC,Hostel,826.88,4.8,Japan,2025-04-13,206.0,2999
10479,Phillips-Wilson,Business,318.7,2.4,india,2025-08-29,202.0,4175
10480,Martin-Kennedy,Hostel,1569.33,4.6,FRANCE,2025-04-16,24.0,2411
10481,Wright-Benitez,Hostel,1369.96,1.5,USA,2025-07-19,445.0,2487
10482,Snyder-Morris,Resort,1402.99,3.5,UK,2023-07-25,7.0,133
10483,Burnett-Johnson,Luxury,1055.26,4.6,india,2024-07-25,38.0,2122
10484,Johnson PLC,Luxury,363.14,1.2,USA,2023-05-25,193.0,91
10485,,Budget,911.74,4.5,France,2025-06-01,284.0,691
10486,Johnson-Melton,Boutique,57.27,3.2,UK,2024-06-23,127.0,3816
10487,Bailey and Sons,Budget,1065.47,1.5,india,2023-08-27,475.0,4959
10488,Harris-Jones,Boutique,728.14,1.2,india,2025-05-24,463.0,1046
10489,Anderson-Rodriguez,Resort,874.85,1.9,UAE,2025-08-02,9.0,1386
10490,Johnson LLC,Business,1090.35,1.7,UAE,2025-11-02,46.0,3932
10491,,Resort,1512.97,2.1,USA,01/07/2015,177.0,4030
10492,Thomas LLC,Resort,1063.29,4.9,UK,18/09/2016,286.0,144
10493,Hill PLC,Resort,1218.63,2.6,Australia,2024-11-22,446.0,1806
10494,Weaver-Martin,Hostel,1339.06,-1.0,France,2025-01-01,,2479
10495,Myers LLC,Resort,1447.62,2.3,France,2025-05-07,143.0,2962
10496,Morales Ltd,Boutique,721.52,3.7,USA,2025-07-19,27.0,3270
10497,Garrett-Johnson,Budget,1035.17,4.2,india,2023-06-30,64.0,0
10498,Lee-Wolfe,Budget,512.98,2.5,india,2024-03-03,308.0,2462
10499,,Luxury,775.03,2.1,Germany,2026-01-24,163.0,1346
10500,Nelson-Owens,Budget,806.76,4.8,Germany,2024-12-03,49.0,4188
10501,Miller PLC,Budget,1095.89,1.3,UAE,2024-06-29,140.0,206
10502,Rojas Ltd,Resort,1521.41,2.0,usa,2025-04-21,74.0,2496
10503,"Cannon, Ferrell and David",Resort,161.8,1.7,usa,2025-03-16,477.0,2795
10504,"Baker, Pruitt and Davis",Business,133.64,1.9,UAE,2024-03-20,131.0,4257
10505,Freeman LLC,Hostel,297.64,3.0,FRANCE,2025-12-18,483.0,69
10506,"Mayer, Chambers and Smith",Luxury,667.05,4.9,usa,2026-01-22,118.0,4035
10507,Hines-Jones,Luxury,381.48,4.6,France,2025-05-03,255.0,1187
10508,Hernandez-Patrick,Hostel,437.68,4.2,Australia,2025-06-15,164.0,4148
10509,Miller-Phillips,Resort,888.52,1.6,Japan,2023-05-07,178.0,4812
10510,Wolfe LLC,Resort,768.56,2.7,UAE,2024-02-28,413.0,1232
10511,Acosta PLC,Hostel,1445.68,1.6,india,2025-10-15,481.0,1998
10512,Garcia-Bell,Luxury,1971.89,1.8,France,12/05/2021,276.0,3739
10513,Gray and Sons,Budget,135.25,3.9,india,2024-02-06,101.0,800
10514,"Bowen, Thompson and Jones",BUDGET,1640.6,1.1,UK,2023-09-28,310.0,1408
10515,"Harris, Roberts and Smith",Budget,160.48,1.2,Australia,2024-11-19,327.0,4419
10516,Briggs PLC,Luxury,,4.4,usa,2024-05-27,270.0,3515
10517,Mcpherson Inc,Luxury,1381.47,4.7,FRANCE,2025-07-23,392.0,1972
10518,"Spencer, Rice and Hawkins",Luxury,252.77,4.7,FRANCE,22/06/2016,464.0,2526
10519,Cherry-Collins,Boutique,103.49,3.3,india,2024-08-10,362.0,1416
10520,Shepard-Rich,Budget,1251.23,2.4,Australia,2023-06-03,232.0,1150
10521,Hall and Sons,Luxury,1920.69,4.0,india,2024-04-13,239.0,2621
10522,"Salazar, Casey and Bryant",Resort,1257.65,4.0,UK,2024-01-29,350.0,4580
10523,Hernandez-Murphy,Business,1288.93,1.3,FRANCE,2023-05-08,181.0,2078
10524,Garcia Group,Luxury,1619.57,4.2,UK,2025-11-29,142.0,2964
10525,"Wiggins, Butler and Cooper",Budget,1016.58,4.2,USA,2024-10-25,123.0,249
10526,"Rogers, Davis and Perry",BUDGET,975.76,3.6,Japan,2024-08-31,419.0,3143
10527,,Business,974.9,4.2,Germany,2025-05-13,252.0,3949
10528,"Williams, Sellers and Jones",Hostel,,2.1,UK,2024-03-25,130.0,3157
10529,Williams PLC,Hostel,1605.09,2.3,Japan,2025-10-26,373.0,4277
10530,"Lewis, Goodwin and Beck",Hostel,941.98,2.2,Japan,2025-09-28,210.0,2630
10531,Crawford Ltd,Business,372.92,2.3,india,2024-11-03,435.0,1248
10532,"Simpson, Gonzales and Morris",Budget,1507.47,2.1,india,2025-05-05,494.0,2247
10533,Kelley-Scott,Resort,1600.62,4.1,Australia,2024-04-17,140.0,2943
10534,Robinson-Cervantes,Boutique,559.68,4.9,FRANCE,2023-12-28,317.0,2430
10535,Fuentes Inc,Budget,1341.84,3.0,FRANCE,2023-04-17,187.0,4560
10536,Torres-Jones,Resort,1549.27,4.7,usa,2025-10-20,489.0,3615
10537,Stevenson-Bowen,Luxury,413.55,4.1,Germany,2026-01-17,290.0,2327
10538,Trevino-Johnson,Boutique,366.13,4.4,UK,2023-10-16,213.0,1936
10539,Sanchez-Ray,Boutique,481.94,4.7,FRANCE,2024-11-24,178.0,4557
10540,"Holland, Nunez and Allen",Resort,1998.73,-1.0,UAE,2023-05-24,,1111
10541,Morrow-Andrade,Hostel,83.82,3.9,UAE,2025-06-14,426.0,3183
10542,,Business,638.41,1.3,FRANCE,2023-05-15,230.0,3346
10543,"Walker, Harris and Clayton",Luxury,392.43,3.4,UAE,2023-05-25,,3142
10544,"Castillo, Ramos and Jones",Resort,833.21,-1.0,USA,2023-07-14,221.0,1727
10545,"Romero, Fuller and Williams",Resort,1647.8,2.3,Germany,2024-09-04,26.0,3474
10546,Phillips and Sons,Business,219.37,4.9,Australia,2024-06-19,47.0,1160
10547,Taylor Inc,Budget,1093.52,3.7,Germany,2025-01-24,251.0,4465
10548,"Ibarra, Carter and Hall",Business,177.35,3.6,USA,2023-06-25,129.0,3666
10549,"Garza, Blanchard and Wolfe",Resort,1232.12,2.9,Germany,19/09/1992,391.0,4895
10550,Brooks Group,Luxury,1783.58,4.6,UAE,2024-08-19,235.0,90
10551,"Hernandez, Duffy and Barber",Business,427.42,4.0,usa,2026-02-26,179.0,829
10552,Moss LLC,Resort,1378.49,4.2,india,2024-12-07,378.0,1148
10553,Lozano Group,Budget,780.12,3.8,UAE,2025-05-25,438.0,1257
10554,Lowe PLC,Boutique,889.97,2.0,USA,2025-12-02,340.0,4183
10555,Christian-Manning,Boutique,516.72,1.7,Germany,2025-04-18,311.0,3950
10556,Foster-Ballard,Business,1895.81,4.9,usa,2025-05-04,291.0,1107
10557,"Baker, Baker and Gross",Business,234.77,1.5,FRANCE,2024-05-16,446.0,1621
10558,"Simon, Snyder and Best",Boutique,1298.31,1.2,UAE,2023-03-28,83.0,3715
10559,"Edwards, Fields and Long",Business,77.76,4.0,Germany,2023-10-08,3.0,3283
10560,Allen-Rangel,Hostel,828.67,1.8,usa,2023-04-21,30.0,1521
10561,Marquez LLC,Resort,601.58,5.0,UK,2024-01-11,486.0,659
10562,Figueroa Group,Business,99.59,3.7,Japan,2024-09-17,105.0,3478
10563,Sims-Aguirre,Hostel,351.26,2.2,France,2025-11-16,336.0,3298
10564,"Edwards, Kelly and Reid",Business,38.18,3.6,UK,2023-06-22,449.0,4136
10565,"Davis, Guerra and Brooks",Business,1203.71,2.2,Japan,2023-12-14,492.0,2886
10566,"Cruz, Montoya and Owens",Budget,1400.55,2.6,Japan,2024-10-31,371.0,2711
10567,"Grant, Wood and Crawford",Business,1641.86,1.6,USA,2023-08-17,276.0,2206
10568,Smith LLC,Boutique,1995.93,3.2,india,2023-10-31,492.0,4512
10569,Wiggins LLC,Luxury,466.29,3.9,Japan,23/09/1994,483.0,4337
10570,Collins-Daniels,Luxury,1928.72,2.0,Germany,2023-03-05,287.0,1561
10571,Kelley LLC,Budget,243.09,4.2,Japan,2023-09-11,453.0,4460
10572,Carpenter Group,Business,1523.69,4.0,usa,2023-04-23,375.0,822
10573,Murphy Ltd,Resort,1831.38,1.2,Germany,2025-05-02,25.0,3341
10574,Baker Inc,Business,374.06,4.5,UK,2023-12-07,416.0,2445
10575,"Prince, Hanson and Gamble",Resort,1497.53,2.5,USA,2026-02-16,426.0,3938
10576,"Moody, Young and May",Luxury,237.56,3.9,USA,2023-11-07,376.0,488
10577,Mclaughlin-Black,Luxury,396.52,2.1,USA,02/11/2021,413.0,2745
10578,"Lawrence, Rivera and Brock",Business,,4.8,USA,2023-07-28,131.0,1649
10579,"Edwards, Rivera and Poole",Boutique,1982.48,2.8,Germany,2023-03-26,,203
10580,"Reid, Conner and Owens",Resort,295.36,2.5,Japan,2025-07-16,107.0,201
10581,Wong Ltd,Luxury,397.32,4.3,Australia,2023-11-17,378.0,1667
10582,"Cowan, Armstrong and Blackburn",luxury,1088.34,2.3,Japan,17/09/2015,295.0,3598
10583,"Medina, Baird and Smith",Luxury,432.23,3.2,UAE,2023-06-20,416.0,3921
10584,Harris Ltd,Business,1335.97,2.1,Germany,2024-08-03,451.0,3210
10585,Smith-Alvarado,Hostel,991.05,3.6,France,2024-09-16,384.0,3958
10586,Nichols-Sanders,Business,193.97,2.6,FRANCE,2023-08-08,129.0,1071
10587,"Wright, Cortez and Lee",Luxury,1132.27,3.3,Australia,2023-11-09,14.0,987
10588,,Resort,467.27,3.3,USA,2024-09-16,199.0,983
10589,Stevens-Guerra,Budget,195.54,1.2,UAE,2025-06-19,327.0,4170
10590,"Booker, Burch and Walsh",Budget,1696.5,2.5,usa,25/11/1996,100.0,3498
10591,Harris-Nguyen,Resort,1875.9,3.4,UK,2025-10-05,498.0,1263
10592,Jimenez-Zavala,Business,783.65,,Japan,2025-06-10,443.0,962
10593,Evans-Hernandez,Boutique,367.57,3.3,UAE,2024-08-26,251.0,4281
10594,King PLC,Business,732.23,3.3,France,2025-01-25,433.0,4207
10595,"Mcconnell, Fletcher and Kemp",Business,1575.61,4.9,USA,2024-10-28,101.0,1367
10596,Barr-Flynn,Hostel,868.82,1.8,France,2023-06-23,317.0,2729
10597,Bradley Inc,Hostel,,4.5,FRANCE,2025-05-23,,4840
10598,Stanley-Brown,Luxury,1674.25,4.0,india,2025-05-28,444.0,989
10599,,Budget,1604.53,1.3,india,2024-08-07,154.0,22
10600,Wilson and Sons,Boutique,398.2,4.6,Australia,2025-08-14,71.0,1341
10601,Kelly PLC,Boutique,1876.21,4.1,Japan,2023-08-07,,677
10602,Finley LLC,Boutique,1488.51,4.0,usa,2025-05-10,,4066
10603,Jennings-Chase,Budget,970.54,2.7,UK,2024-06-27,,4764
10604,Hart-Best,Resort,648.4,1.7,FRANCE,2023-11-22,398.0,832
10605,"Farmer, Doyle and Harvey",Resort,1314.01,4.3,india,2024-03-21,275.0,3704
10606,"Jenkins, Jordan and Robinson",Luxury,37.87,1.9,Australia,2023-07-09,80.0,243
10607,Martinez Inc,Business,1355.6,4.5,india,2023-09-25,36.0,2256
10608,Stark-Soto,Budget,1967.62,2.5,USA,2024-12-04,262.0,1915
10609,"Cooper, Watson and Soto",Resort,263.55,2.2,Japan,2025-09-11,177.0,1853
10610,Thomas-Sims,Luxury,1333.55,2.4,USA,13/02/1974,50.0,248
10611,"Henderson, Hardy and Keller",Budget,1863.43,1.9,india,2024-07-10,340.0,4672
10612,"Parker, Martin and Allen",Business,285.26,4.2,UK,2024-01-12,307.0,3670
10613,Smith PLC,Boutique,90.03,4.1,France,27/04/2024,277.0,1438
10614,Smith Inc,Business,1009.57,2.1,USA,2023-03-12,,4219
10615,Rice-Castillo,Boutique,1004.02,1.5,india,2023-08-01,279.0,4557
10616,Stewart-Morales,Budget,748.49,3.7,india,2024-10-25,139.0,4593
10617,Cummings-Smith,Luxury,873.04,1.3,Germany,2023-06-14,178.0,4685
10618,Adams-Hubbard,Luxury,854.65,3.2,France,05/03/2015,42.0,177
10619,"Sims, Hardy and Bryant",Business,825.05,2.1,Germany,2025-09-09,312.0,2507
10620,Wood and Sons,Hostel,698.41,3.4,UK,2025-04-05,310.0,4557
10621,Fernandez-Rios,Resort,836.23,4.2,UAE,2025-09-18,495.0,1167
10622,Dunn LLC,Budget,1082.92,2.0,usa,2023-11-23,66.0,528
10623,"Pennington, Bryant and French",Luxury,1415.11,3.6,UAE,2023-12-18,211.0,445
10624,Henderson Ltd,Resort,483.24,4.7,FRANCE,2025-04-08,,4041
10625,Oconnor-Quinn,Resort,1062.1,4.0,usa,2024-11-11,195.0,2912
10626,Wright PLC,Resort,885.94,3.5,France,2023-04-12,23.0,2236
10627,Meyer Inc,Resort,1921.5,2.8,india,2024-02-29,278.0,1579
10628,Torres Inc,Resort,309.06,3.6,USA,2023-07-10,219.0,4871
10629,"Lopez, Foster and Browning",Hostel,917.27,2.4,Germany,2025-03-22,364.0,3304
10630,"Fischer, Mclaughlin and Ware",Hostel,916.7,3.7,Germany,2025-09-18,192.0,1769
10631,Walters and Sons,Luxury,100.51,4.9,Australia,2024-05-18,185.0,2794
10632,"Carroll, Eaton and Walker",Budget,1630.05,1.3,UK,2026-01-03,495.0,3448
10633,Reynolds LLC,,1652.47,4.4,USA,2025-11-04,418.0,3588
10634,"Krueger, Black and Flores",Resort,1387.21,3.9,France,2024-10-18,210.0,3560
10635,Haney-Barber,Resort,282.09,1.8,France,2023-07-03,106.0,1294
10636,"Snow, Morgan and Lyons",Budget,805.26,2.4,Australia,2023-04-17,416.0,2171
10637,White-Bryan,Resort,1278.15,1.4,UK,2023-07-06,94.0,297
10638,Stanley LLC,Business,971.1,-1.0,UK,2024-04-27,484.0,818
10639,"Green, Murphy and Stevens",Hostel,757.03,4.9,USA,2024-01-01,,469
10640,Leon-Long,Budget,646.05,1.9,FRANCE,2024-07-22,13.0,3879
10641,"Cook, Logan and Smith",Boutique,521.56,4.8,UK,2023-04-23,312.0,2252
10642,"Caldwell, Navarro and Ruiz",Budget,236.5,4.9,USA,2025-03-01,204.0,226
10643,Leonard Inc,Hostel,1375.6,2.5,Japan,2024-07-01,222.0,1004
10644,,Hostel,1304.38,1.8,Germany,26/07/1978,32.0,3349
10645,"Perkins, Murray and Brown",Business,333.14,1.8,USA,2025-02-08,221.0,417
10646,Clay-Thompson,Hostel,1994.16,3.2,France,17/02/2007,102.0,265
10647,Ross-Liu,Luxury,1799.74,3.2,France,2023-06-29,278.0,330
10648,"Schmidt, White and Pierce",Resort,199.97,3.0,Australia,2024-12-05,135.0,2717
10649,Mcdaniel Inc,Boutique,1034.36,3.5,USA,2025-02-04,312.0,4427
10650,Gray-Williams,Budget,942.71,4.9,USA,2023-03-10,194.0,886
10651,Flores LLC,Business,301.95,2.1,Japan,2025-05-04,388.0,1558
10652,,Budget,528.83,2.1,UAE,2023-10-19,73.0,2967
10653,Mueller Ltd,Business,1464.04,2.4,india,2025-06-03,404.0,3033
10654,Stevens PLC,Business,308.5,2.6,usa,2024-10-10,19.0,841
10655,Garcia-Ballard,Luxury,1193.71,2.8,Germany,2024-10-14,182.0,346
10656,"Douglas, Acevedo and Kim",Business,751.82,1.6,Australia,2023-04-01,281.0,4697
10657,Johnson-Duncan,Budget,1241.4,3.5,UAE,2024-10-05,,711
10658,"Berry, Kennedy and Horton",Business,339.73,4.2,USA,2025-11-25,,3039
10659,"Smith, Le and Miller",Luxury,,2.4,France,2024-12-10,282.0,3527
10660,Andrews and Sons,Hostel,845.06,1.5,UK,2025-09-23,491.0,3087
10661,Roberts Ltd,Luxury,398.8,3.3,Germany,2024-06-05,298.0,517
10662,"Hudson, Salazar and Long",Business,259.26,2.8,india,2025-01-12,103.0,4833
10663,"Ortiz, Washington and Johnson",Resort,161.23,2.9,USA,2025-01-05,355.0,1320
10664,"Henderson, Barajas and Valencia",Resort,1188.13,2.6,Japan,2023-06-23,302.0,38
10665,Cooper Group,Hostel,533.26,3.1,UK,2023-10-26,113.0,3033
10666,"Burns, Wise and Scott",Budget,75.58,3.8,UK,2024-10-14,169.0,3973
10667,Rivera-Boyer,Luxury,1002.45,1.7,FRANCE,2025-05-13,300.0,1801
10668,Wright Group,Luxury,1297.74,1.1,UAE,2024-07-13,259.0,2023
10669,"Gross, Lopez and Harris",Luxury,1853.76,2.5,France,2025-08-22,292.0,1331
10670,Odonnell Ltd,Business,251.02,1.3,Germany,2025-05-22,360.0,4810
10671,"Clark, Tyler and Pugh",Business,579.89,1.9,india,2023-08-21,497.0,2556
10672,"Williams, Lee and Baker",Luxury,981.62,3.6,Japan,2024-01-02,468.0,4918
10673,Hughes-Chavez,Boutique,1544.97,1.7,Japan,2024-12-25,175.0,4723
10674,Anthony and Sons,Luxury,461.22,4.4,UAE,2025-02-23,195.0,3435
10675,Robertson Group,Resort,273.39,1.1,FRANCE,2024-12-28,438.0,1727
10676,"Kennedy, Thompson and Johnson",Luxury,1783.28,3.5,Germany,27/02/2001,31.0,3145
10677,,Hostel,1819.78,1.6,india,2024-08-25,160.0,4454
10678,Stewart-Anthony,Luxury,1770.07,2.9,UAE,2024-03-24,497.0,1297
10679,"Miller, Mcclain and Barrett",luxury,386.53,2.0,UAE,2024-05-09,112.0,3586
10680,"Anderson, Bailey and Castillo",,263.01,3.5,UK,2023-06-01,435.0,3757
10681,Mcpherson-Miller,Luxury,686.3,3.2,FRANCE,2025-02-09,329.0,3081
10682,"Lewis, Vance and Mcmillan",Boutique,1571.62,5.0,Australia,2025-05-23,351.0,2295
10683,Trujillo Ltd,Resort,737.01,2.1,usa,2024-01-13,448.0,573
10684,Harris Inc,Business,185.51,4.1,usa,2025-06-09,302.0,1151
10685,"Clements, Lopez and Freeman",Luxury,579.89,3.4,USA,2025-07-30,339.0,2626
10686,Ellis LLC,Resort,930.86,,UK,2025-06-02,412.0,3231
10687,Reed Inc,Resort,638.56,4.8,Australia,2024-01-15,160.0,3193
10688,Faulkner Group,Hostel,344.95,1.8,Germany,2024-09-15,184.0,949
10689,"Pittman, Newman and Howard",Boutique,1657.2,3.4,France,2023-04-29,123.0,2031
